text,text_clean,rating,sentiment
"pengiriman lama pake banget,, pas dateng hp kyk kegores di layar,, speaker pecah, suara tlp kecil pdhal sdh maksimal di settingannya, colokan headset g bisa kepake.. g rekomended",pengiriman lama pake banget pas dateng hp kyk kegores di layar speaker pecah suara tlp kecil pdhal sdh maksimal di settingannya colokan headset g bisa kepake g rekomended,1,Negative
Tidak sesuai warna diskripsi yang disepakati,tidak sesuai warna diskripsi yang disepakati,1,Negative
Produk sangat buruk...tidak bisa buat telpon...dinyalakan 10 menit lgsg mati lagi,produk sangat buruk tidak bisa buat telpon dinyalakan menit lgsg mati lagi,1,Negative
maaf barang untuk slot simcard 1 tdk bisa konek/terhubung jaringan...baterai sudah dicas cepat habis...kalau mau diretur bs ga ya..makasih,maaf barang untuk slot simcard tdk bisa konek terhubung jaringan baterai sudah dicas cepat habis kalau mau diretur bs ga ya makasih,1,Negative
"hape bekas atau hape kw ya?..... :(.    semoga usahanya berkah , amin",hape bekas atau hape kw ya semoga usahanya berkah amin,2,Negative
ga sama dengan gambar,ga sama dengan gambar,1,Negative
Gan Ko gabilang Klo ini KW.... dikirain harganya murah karena keluar model baru.,gan ko gabilang klo ini kw dikirain harganya murah karena keluar model baru,1,Negative
warna yg d pesan tdk sesuai,warna yg d pesan tdk sesuai,2,Negative
"Produk blm memuaskan, tapi tetap bekerja dgn baik",produk blm memuaskan tapi tetap bekerja dgn baik,1,Negative
Hp tiruan 🤣🤣 yang sama cuma bentuk sama merek aja isi nya zoonk,hp tiruan yang sama cuma bentuk sama merek aja isi nya zoonk,1,Negative
Speaker tlponnya rusak loh gan .makasih,speaker tlponnya rusak loh gan makasih,2,Negative
Hp tidak berfungsi sama sekali,hp tidak berfungsi sama sekali,1,Negative
"Beli 2pc, 1 ok, 1 lagi= suara masuk ada, suara keluar ngak ada. Tidak di cek brg nya sebelum kirim",beli pc ok lagi suara masuk ada suara keluar ngak ada tidak di cek brg nya sebelum kirim,1,Negative
Produk baru seminggu udh mati. Gimana sih,produk baru seminggu udh mati gimana sih,1,Negative
Hp rusakk pedagang diam,hp rusakk pedagang diam,1,Negative
"Tidak bisa nyala,hpnya gk mau nyala",tidak bisa nyala hpnya gk mau nyala,1,Negative
"Produk untuk HP nya baik dan bisa nyala, Hanya saja chargernya tidak bisa (RUSAK) karena pake charger yang lain bisa. Kemungkinan produk bermasalah, dan saya kecewa.",produk untuk hp nya baik dan bisa nyala hanya saja chargernya tidak bisa rusak karena pake charger yang lain bisa kemungkinan produk bermasalah dan saya kecewa,2,Negative
"Respon cepat,tapi sayang casing bagian belakang ada yg pecah",respon cepat tapi sayang casing bagian belakang ada yg pecah,1,Negative
"Baterainya boros,cukup pertama dan terakhir.makasih gan
Sukses selalu.",baterainya boros cukup pertama dan terakhir makasih gan sukses selalu,2,Negative
pengiriman lambat .sabtu pagi transaksi selasa malem barunampai lemot,pengiriman lambat sabtu pagi transaksi selasa malem barunampai lemot,2,Negative
Barang jelek... Casing ga ori.. speker pecah. Ini barang asli samsung apa casingnya saja yg samsung,barang jelek casing ga ori speker pecah ini barang asli samsung apa casingnya saja yg samsung,1,Negative
Kwalitas menengecewakan langsung rusak,kwalitas menengecewakan langsung rusak,1,Negative
Kecewa dengan hp nya.. Ternyata suara nada dering nya aneh.. Tidak layaknya hp samsung.,kecewa dengan hp nya ternyata suara nada dering nya aneh tidak layaknya hp samsung,1,Negative
Cacan cacan taik tffffgfffggggggggggggggg,cacan cacan taik tffffgfffggggggggggggggg,1,Negative
Hp cpet rusaakkk dan yg jual toko tidak bertanggung jawab sangat kecewa sekali ... Hati hati dgn toko ini tidak ada tanggung jawabnya....,hp cpet rusaakkk dan yg jual toko tidak bertanggung jawab sangat kecewa sekali hati hati dgn toko ini tidak ada tanggung jawabnya,1,Negative
"kurang respon kalau ada kendala barang nya
kedepan coba pelayanan nya lebih mantap lagi",kurang respon kalau ada kendala barang nya kedepan coba pelayanan nya lebih mantap lagi,1,Negative
"barang rekondisi, tidak dicantumkan pada deskripsi",barang rekondisi tidak dicantumkan pada deskripsi,2,Negative
"Sangat mengecewakan, hp nya seperti kw n bkn baru, tdk ada kitabnya.",sangat mengecewakan hp nya seperti kw n bkn baru tdk ada kitabnya,1,Negative
Barang kurang lengkap tidak ada handsfreenya,barang kurang lengkap tidak ada handsfreenya,2,Negative
Pengiriman lamaaa... Fitur barang tidak sesuai dengan yang asli..,pengiriman lamaaa fitur barang tidak sesuai dengan yang asli,2,Negative
"Saya beli hp ini penjualnya langsung kirim ke tempat bude saya di Sumatra. Menurut beliau, baru sehari dipakai, sudah tidak bisa dicharge. Pas dicek ke tempat servis, dibilang kalo Samsung palsu...  Mengecewakan. Mana beli 2 pcs pula.",saya beli hp ini penjualnya langsung kirim ke tempat bude saya di sumatra menurut beliau baru sehari dipakai sudah tidak bisa dicharge pas dicek ke tempat servis dibilang kalo samsung palsu mengecewakan mana beli pcs pula,1,Negative
"Respond cepat tp sampainya lama,barang bagus tp ada retaknya, sangat di sayangkan.",respond cepat tp sampainya lama barang bagus tp ada retaknya sangat di sayangkan,2,Negative
"Speaker ga berfungsi.. kalo tlp atau di tlp ga kedengeran suara... di tlp juga kadang nada sibuk pdhl hape sedang tidak di gunakan, 

Tlp ke hape lain juga nyambung bs kadang ga. Pdhl pulsa banyak. 

Over all kecewa banyak 😔😭",speaker ga berfungsi kalo tlp atau di tlp ga kedengeran suara di tlp juga kadang nada sibuk pdhl hape sedang tidak di gunakan tlp ke hape lain juga nyambung bs kadang ga pdhl pulsa banyak over all kecewa banyak,2,Negative
"barang di kirim salah kirim warna sudah dikembalikan uang 50 rb , selanjutnya setelah di check barang ternyata itu yang dikirim Redmi Note 4 bukan Redmi Note 4X
harusnya CPU Helio X20 Deca Core 2.1GHz ternyata yang dikirim Qualcom Snapdragon 625 Octa Core Max 2.0 GHz
jadi ???? kadung deh mau di refund juga .... repoooooot",barang di kirim salah kirim warna sudah dikembalikan uang rb selanjutnya setelah di check barang ternyata itu yang dikirim redmi note bukan redmi note x harusnya cpu helio x deca core ghz ternyata yang dikirim qualcom snapdragon octa core max ghz jadi kadung deh mau di refund juga repoooooot,1,Negative
Barang sesuai dengan pesanan,barang sesuai dengan pesanan,1,Negative
Ya yg hitam suara pecah.,ya yg hitam suara pecah,2,Negative
"barang sangat amat jelek, batre ga bagus dan hp ga bisa berfungsi dengan baik padahal baru dibeli.",barang sangat amat jelek batre ga bagus dan hp ga bisa berfungsi dengan baik padahal baru dibeli,1,Negative
"Tampilan layar buram gan,jauh beda dengan yang original.",tampilan layar buram gan jauh beda dengan yang original,1,Negative
"Pengiriman cepat sih, cuman pertama kali di cas batere ga gerak. Ywdh buat ganjal lemari es sajah...",pengiriman cepat sih cuman pertama kali di cas batere ga gerak ywdh buat ganjal lemari es sajah,1,Negative
Casanya masa beda terus meletuk lgi -_- bikin listrik turun,casanya masa beda terus meletuk lgi bikin listrik turun,2,Negative
"Barangnya tidak sesuai harapan,,payah!!!",barangnya tidak sesuai harapan payah,1,Negative
Ukuran tidak sesuai dengan hp nya,ukuran tidak sesuai dengan hp nya,2,Negative
Barang mau saya refund karena di hp saya gak cukup.. eh malah gak di jawab seller alamat lengkap di komplain,barang mau saya refund karena di hp saya gak cukup eh malah gak di jawab seller alamat lengkap di komplain,1,Negative
"Kaitan tempat HP dan gagangnya gak klik, agak ngeri untuk di jalan bisa lepas..",kaitan tempat hp dan gagangnya gak klik agak ngeri untuk di jalan bisa lepas,2,Negative
"Buat naoroh hpnya agak kecil..  Padahal sudah pesen yang besar malah di kasih yang segini... 

Rada kecewa sama pelayanannya",buat naoroh hpnya agak kecil padahal sudah pesen yang besar malah di kasih yang segini rada kecewa sama pelayanannya,2,Negative
"pengaitnya patah 1, di cari di dalem box ga adaa patahannya, berarti murni dari seller, kacau harganya lumayan tp sia sia beli, anggep aja sedekah dah ama sellernya, ga berkah",pengaitnya patah di cari di dalem box ga adaa patahannya berarti murni dari seller kacau harganya lumayan tp sia sia beli anggep aja sedekah dah ama sellernya ga berkah,1,Negative
"harus di powerglue, cuma nyantol doang gak ngehold....",harus di powerglue cuma nyantol doang gak ngehold,2,Negative
nii kok ga bisaa yaa di pasang di spion motor matic kak. lubang nya kecil kurang gede buat di spion.,nii kok ga bisaa yaa di pasang di spion motor matic kak lubang nya kecil kurang gede buat di spion,2,Negative
"tidak muat di pasang di spion Honda beat pop, gampang di copot bukan anti copet",tidak muat di pasang di spion honda beat pop gampang di copot bukan anti copet,2,Negative
Order 2pcs...yg satu mati total...ga bisa hidup...,order pcs yg satu mati total ga bisa hidup,1,Negative
Lama pengirimannya 😩,lama pengirimannya,1,Negative
"Macet, suara nya pecah, g enak di dengar",macet suara nya pecah g enak di dengar,1,Negative
Mengecewakan...........,mengecewakan,1,Negative
Sangat buruk pdahal disitu pengirimanya sehari nyampenya seminggu,sangat buruk pdahal disitu pengirimanya sehari nyampenya seminggu,1,Negative
"Dipenyeki  lagi boss micnya.. yang penting bisa bunyi. ini kali ke 2 saya order. kecewa2, tau tunggu yang pertama dtg dolo .",dipenyeki lagi boss micnya yang penting bisa bunyi ini kali ke saya order kecewa tau tunggu yang pertama dtg dolo,1,Negative
"Barang yg di kirim tidak sesuai, di kirimnya barang yg hrga murah.. Tp okelah uang sisanya udah di kembalikan",barang yg di kirim tidak sesuai di kirimnya barang yg hrga murah tp okelah uang sisanya udah di kembalikan,1,Negative
"tolong setiap pengiriman di cek keberadaannya...
thanks",tolong setiap pengiriman di cek keberadaannya thanks,2,Negative
Barang yang dikirim brng rusak...,barang yang dikirim brng rusak,1,Negative
"Barang kosong tp uang kembali kok, Thanks.. Hanya mungkin kedepan boleh ada interaksi sedikit sama konsumen sekedar menanyakan apa mau ganti barang atau tidak (kalo krn overload dgn pesanan lain jadi gak ada waktu konfirmasi ya itu mah resiko jualan).. Sekedar saran lho, thanks anyway gan",barang kosong tp uang kembali kok thanks hanya mungkin kedepan boleh ada interaksi sedikit sama konsumen sekedar menanyakan apa mau ganti barang atau tidak kalo krn overload dgn pesanan lain jadi gak ada waktu konfirmasi ya itu mah resiko jualan sekedar saran lho thanks anyway gan,1,Negative
Brg tidak tertulis jabra seperti gbr   beli putih dan gold  diberi warna gold semua   brg krg bagus suaranya,brg tidak tertulis jabra seperti gbr beli putih dan gold diberi warna gold semua brg krg bagus suaranya,2,Negative
OTG aja bukan hitam tp emas..MINUS parah nih OS..Mana dikonek bkin HP MATI...,otg aja bukan hitam tp emas minus parah nih os mana dikonek bkin hp mati,1,Negative
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,pesen barang yg nyampe walopun di refund cash tp harusnya ad konfirmasi dulu,1,Negative
"Gak ad barang!!
Mohon diperbaiki pelayanannya.. HARGAI PEMBELI.. Jangan asal kirim pesanan kl barang gak ada  atau gak sesuai pesanan.. Nanya dulu sharusnya..masih mau gak",gak ad barang mohon diperbaiki pelayanannya hargai pembeli jangan asal kirim pesanan kl barang gak ada atau gak sesuai pesanan nanya dulu sharusnya masih mau gak,1,Negative
Gunting kuku krg tajam jepitan uban jg,gunting kuku krg tajam jepitan uban jg,2,Negative
Coil brush nya blm dikirim,coil brush nya blm dikirim,1,Negative
barang prosuknya cacat atau memiliki retakan,barang prosuknya cacat atau memiliki retakan,2,Negative
Ksh 2 ya krn merekny beda sama keterangan,ksh ya krn merekny beda sama keterangan,2,Negative
"Kualitas brg ga ada masalah. Tp ini kan karakter ya. Sedih, kan yg dimau krn strawberrynya.. Krn kirimnya beda, jadi harus cari lagi.. mungkin yg penting dibayar atau semoga saya salah. Tapi tidak menutup kemungkinan kedepannya lebih baik ya... semoga cek dan ricek order yg masuk sebagaimana yg dikirim. Agar berkah utk penjual maupun pembeli.. amin.",kualitas brg ga ada masalah tp ini kan karakter ya sedih kan yg dimau krn strawberrynya krn kirimnya beda jadi harus cari lagi mungkin yg penting dibayar atau semoga saya salah tapi tidak menutup kemungkinan kedepannya lebih baik ya semoga cek dan ricek order yg masuk sebagaimana yg dikirim agar berkah utk penjual maupun pembeli amin,2,Negative
"Segel da kbuka, dicek kurang gel nya kagak ada yaaak",segel da kbuka dicek kurang gel nya kagak ada yaaak,1,Negative
barang yg dikirim tidak sesuai pesanan dan gambar. padahal udah tanya mana yg rady dan sudah pesan sesuai yg tertera. tapi dikasihnya asal aja,barang yg dikirim tidak sesuai pesanan dan gambar padahal udah tanya mana yg rady dan sudah pesan sesuai yg tertera tapi dikasihnya asal aja,2,Negative
ngga mirip sama foto. cuma warna kuning polos semua. kecewa..,ngga mirip sama foto cuma warna kuning polos semua kecewa,2,Negative
Saya salah beli.... jadi ngga bisa kasih bintang 5.... jadi ngga terpakai Barang nya,saya salah beli jadi ngga bisa kasih bintang jadi ngga terpakai barang nya,1,Negative
Kecewa bgt. Barang yg dtg bukan yg seharusnya. Saya udah konfirmasi dari brg dtg (hari kamis) tapi diabaikan. Setelah 2 hari dan setelah saya mengeluh kenapa chat saya diabaikan baru jwb disuruh kirim balik aja brg yg salah nanti brg yg saya beli dikirim ulang. PLISSSSSS deh kemana aja dr 2 hari yg lalu. Saya mau brg saya dtg plg lambat tgl 2 sep 2018. Masalah brg yg salah saya ngak mau tgg ongkirnya. Terserah mau gimana cr nya. Saya tunggu sampai tgl 2 kalo ngak brg ini jd milik saya. Toh dri depok ke jagakarsa ngak jauh. Bisa pakai gojek.,kecewa bgt barang yg dtg bukan yg seharusnya saya udah konfirmasi dari brg dtg hari kamis tapi diabaikan setelah hari dan setelah saya mengeluh kenapa chat saya diabaikan baru jwb disuruh kirim balik aja brg yg salah nanti brg yg saya beli dikirim ulang plissssss deh kemana aja dr hari yg lalu saya mau brg saya dtg plg lambat tgl sep masalah brg yg salah saya ngak mau tgg ongkirnya terserah mau gimana cr nya saya tunggu sampai tgl kalo ngak brg ini jd milik saya toh dri depok ke jagakarsa ngak jauh bisa pakai gojek,1,Negative
Direfund cash &amp; sdh diterima.,direfund cash amp sdh diterima,2,Negative
Tidak dikirim barangnya. walaupun sudah dikasih penggantian uang tapi customer kecewa karena tidak ada info sebelumnya.,tidak dikirim barangnya walaupun sudah dikasih penggantian uang tapi customer kecewa karena tidak ada info sebelumnya,1,Negative
Barang sesuai sih. Tapi pas dinyalain alarmnya langsung idup. Batre jg dapet yg udah low. Bahan ringkih. Alhasil cuman jd gantungan kunci biasa. Ya harga segitu ga bisa ngarep lebih lah.,barang sesuai sih tapi pas dinyalain alarmnya langsung idup batre jg dapet yg udah low bahan ringkih alhasil cuman jd gantungan kunci biasa ya harga segitu ga bisa ngarep lebih lah,2,Negative
kok yang 2 biji batreinya dah habis,kok yang biji batreinya dah habis,2,Negative
ini pesanannya kok dikirim model lain ga sesuai gambar,ini pesanannya kok dikirim model lain ga sesuai gambar,2,Negative
Knp brng yg di ft sm yg dikirim beda..,knp brng yg di ft sm yg dikirim beda,2,Negative
Pesen 4 barang yg nyampe 2.. Walopun di refund cash.. Tp harusnya ad konfirmasi dulu...,pesen barang yg nyampe walopun di refund cash tp harusnya ad konfirmasi dulu,1,Negative
Barang sampai dalam keadaan basah. Dus seperti terendam banjir.,barang sampai dalam keadaan basah dus seperti terendam banjir,1,Negative
"Sesuai pesanan, kirain pake cas, salah lihat. Kalau yg cas selisih dikit saja",sesuai pesanan kirain pake cas salah lihat kalau yg cas selisih dikit saja,2,Negative
"barangnya bagus, cm brg yg dtg tdk sesuai permintaan. saya pesen 15 darkbrow. dtgnya 8dark brown + 7 abu.",barangnya bagus cm brg yg dtg tdk sesuai permintaan saya pesen darkbrow dtgnya dark brown abu,2,Negative
"Pesan no 01 dan 06, yang dikirim malah no 02, 03, 04.. padahal sudah ditulis kosong = cancel..",pesan no dan yang dikirim malah no padahal sudah ditulis kosong cancel,1,Negative
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",sangat kecewa saya udah tanya readynya barang dari malam tgl dan saya order subuh tangl bukannya dikirim pagi atau sore ditgl malah di undur terus pengiriman dan selalu beralasan saya beberapa kali minta cancel dan seribu alasan juga saya kaya gini karena butuh cepan converter hdmi nya dan barang lainnya terpaksa saya order ditoko kota saya jd yg paket ini ngak kepake percuma karena presentasi saya senin td pagi saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl sore karena jnt minggu tetap buka dan taunya dikirim tgl siang dan baru sampe sekarang buang buang uang dan disruh cancel otomatis dan dicancel pun alasannya bayak,1,Negative
